"","LSOA21CD","MSOA21CD"
"11307","E01013077","E02002725"
"11308","E01027889","E02005818"
"11309","E01027923","E02005818"
"11310","E01013001","E02002723"
"11311","E01013000","E02002724"
"11312","E01013003","E02002721"
"11313","E01012996","E02002720"
"11314","E01013004","E02002724"
"11315","E01012997","E02002723"
"11316","E01012995","E02002724"
"11317","E01013020","E02002721"
"11318","E01013002","E02002724"
"11319","E01012999","E02002723"
"11320","E01013074","E02002723"
"11321","E01012998","E02002720"
"11322","E01012993","E02002723"
"11323","E01012994","E02002724"
"11324","E01013015","E02002720"
"11325","E01013017","E02002721"
"11326","E01013016","E02002720"
"11327","E01013023","E02002701"
"11328","E01013022","E02002701"
"11329","E01013021","E02002709"
"11330","E01013018","E02002709"
"11331","E01013076","E02002721"
"11332","E01013072","E02002725"
"11333","E01013246","E02002754"
"11334","E01007625","E02001542"
"11335","E01027885","E02005816"
"11336","E01027883","E02005816"
"11337","E01013274","E02002761"
"11338","E01013300","E02002755"
"11339","E01013313","E02002758"
"11340","E01013266","E02002767"
"11341","E01013330","E02002756"
"11342","E01013321","E02002760"
"11343","E01013331","E02002755"
"11344","E01013296","E02002756"
"11345","E01013312","E02002758"
"11346","E01013310","E02002758"
"11347","E01013333","E02002757"
"11348","E01013332","E02002756"
"11349","E01013298","E02002756"
"11350","E01013301","E02002757"
"11351","E01013334","E02002757"
"11352","E01013286","E02002753"
"11353","E01013297","E02002755"
"11354","E01013295","E02002757"
"11355","E01013289","E02002753"
"11356","E01013302","E02002755"
"11357","E01013299","E02002756"
"11358","E01033296","E02002766"
"11359","E01013287","E02002753"
"11360","E01013294","E02002751"
"11361","E01013290","E02002753"
"11362","E01013292","E02002751"
"11363","E01013288","E02002751"
"11364","E01013293","E02002753"
"11365","E01013291","E02002751"
"11366","E01013311","E02002763"
"11367","E01013314","E02002758"
"11368","E01035481","E02002763"
"11369","E01013316","E02002760"
"11370","E01013317","E02002762"
"11371","E01013239","E02002765"
"11372","E01013318","E02002762"
"11373","E01013238","E02002763"
"11374","E01013236","E02002765"
"11375","E01013315","E02002762"
"11376","E01013320","E02002763"
"11377","E01035482","E02002763"
"11378","E01035483","E02002763"
"11379","E01013237","E02002766"
"11380","E01033297","E02002766"
"11381","E01013263","E02002766"
"11382","E01013260","E02002767"
"11383","E01013261","E02002766"
"11384","E01013262","E02002766"
"11385","E01013324","E02002769"
"11386","E01013265","E02002767"
"11387","E01027896","E02005816"
"11388","E01013279","E02002760"
"11389","E01013285","E02002760"
"11390","E01013319","E02002762"
"11391","E01013281","E02002764"
"11392","E01013278","E02002764"
"11393","E01013280","E02002764"
"11394","E01013283","E02002764"
"11395","E01013264","E02002767"
"11396","E01013282","E02002765"
"11397","E01013284","E02002765"
"11398","E01026401","E02005493"
"11399","E01013245","E02002754"
"11400","E01013253","E02002771"
"11401","E01013328","E02002769"
"11402","E01013247","E02002754"
"11403","E01013242","E02002768"
"11404","E01013327","E02002769"
"11405","E01013248","E02002754"
"11406","E01013249","E02002754"
"11407","E01013256","E02002749"
"11408","E01013254","E02002749"
"11409","E01013255","E02002749"
"11410","E01013258","E02002749"
"11411","E01013257","E02002749"
"11412","E01013259","E02002749"
"11413","E01013268","E02002759"
"11414","E01013305","E02002750"
"11415","E01013306","E02002752"
"11416","E01013267","E02002759"
"11417","E01013307","E02002750"
"11418","E01013303","E02002750"
"11419","E01013304","E02002750"
"11420","E01007651","E02001553"
"11421","E01007652","E02001553"
"11422","E01007656","E02001553"
"11423","E01007650","E02001553"
"11424","E01007624","E02001545"
"11425","E01007565","E02001556"
"11426","E01007570","E02001553"
"11427","E01007567","E02001556"
"11428","E01007649","E02001557"
"11429","E01007644","E02001557"
"11430","E01007568","E02001556"
"11431","E01007564","E02001556"
"11432","E01007478","E02001549"
"11433","E01007566","E02001556"
"11434","E01007643","E02001560"
"11435","E01007569","E02001556"
"11436","E01013276","E02002761"
"11437","E01013275","E02002761"
"11438","E01013277","E02002761"
"11439","E01013269","E02002759"
"11440","E01013272","E02002759"
"11441","E01013273","E02002759"
"11442","E01013271","E02002759"
"11443","E01013325","E02002770"
"11444","E01026387","E02005492"
"11445","E01013326","E02002769"
"11446","E01013329","E02002770"
"11447","E01026382","E02005495"
"11448","E01026388","E02005498"
"11449","E01026383","E02005495"
"11450","E01026376","E02005497"
"11451","E01026384","E02005495"
"11452","E01026375","E02005497"
"11453","E01026379","E02005495"
"11454","E01026380","E02005493"
"11455","E01026377","E02005497"
"11456","E01026374","E02005497"
"11457","E01026407","E02005493"
"11458","E01026385","E02005496"
"11459","E01026381","E02005495"
"11460","E01026378","E02005495"
"11461","E01026408","E02005493"
"11462","E01026403","E02005493"
"11463","E01026402","E02005493"
"11464","E01026386","E02005496"
"11465","E01013323","E02002770"
"11466","E01026411","E02005496"
"11467","E01013322","E02002770"
"11468","E01026410","E02005498"
"11469","E01026404","E02005498"
"11470","E01026399","E02005496"
"11471","E01028035","E02005836"
"11472","E01028033","E02005849"
"11473","E01028009","E02005842"
"11474","E01028014","E02005839"
"11475","E01028039","E02005849"
"11476","E01028006","E02005849"
"11477","E01028007","E02005849"
"11478","E01028010","E02005842"
"11479","E01033769","E02005848"
"11480","E01028020","E02005844"
"11481","E01028011","E02005842"
"11482","E01028012","E02005842"
"11483","E01028022","E02005842"
"11484","E01028015","E02005839"
"11485","E01028008","E02005842"
"11486","E01028013","E02005839"
"11487","E01028021","E02005844"
"11488","E01028018","E02005844"
"11489","E01028016","E02005839"
"11490","E01028017","E02005844"
"11491","E01028019","E02005844"
"11492","E01028043","E02005848"
"11493","E01007630","E02001545"
"11494","E01007623","E02001545"
"11495","E01007631","E02001545"
"11496","E01007621","E02001545"
"11497","E01007622","E02001545"
"11498","E01033260","E02001552"
"11499","E01007475","E02001549"
"11500","E01007476","E02001549"
"11501","E01007480","E02001552"
"11502","E01007477","E02001549"
"11503","E01007482","E02001552"
"11504","E01033259","E02001552"
"11505","E01007479","E02001552"
"11506","E01007483","E02001555"
"11507","E01007486","E02001555"
"11508","E01007484","E02001555"
"11509","E01007557","E02001546"
"11510","E01007601","E02001564"
"11511","E01007485","E02001555"
"11512","E01007603","E02001564"
"11513","E01007606","E02001565"
"11514","E01013221","E02002728"
"11515","E01013220","E02002728"
"11516","E01013187","E02002733"
"11517","E01013165","E02002736"
"11518","E01035473","E02002727"
"11519","E01013222","E02002728"
"11520","E01013182","E02002741"
"11521","E01013188","E02002733"
"11522","E01013146","E02002729"
"11523","E01013233","E02002733"
"11524","E01013231","E02002733"
"11525","E01013219","E02002728"
"11526","E01013218","E02002728"
"11527","E01013144","E02002729"
"11528","E01035474","E02002732"
"11529","E01013136","E02002727"
"11530","E01013174","E02002726"
"11531","E01013201","E02002730"
"11532","E01013183","E02002741"
"11533","E01013184","E02002741"
"11534","E01013186","E02002741"
"11535","E01013181","E02002741"
"11536","E01013142","E02002727"
"11537","E01013141","E02002731"
"11538","E01013140","E02002731"
"11539","E01013138","E02002731"
"11540","E01013158","E02002737"
"11541","E01013143","E02002731"
"11542","E01013163","E02002737"
"11543","E01013160","E02002737"
"11544","E01013164","E02002737"
"11545","E01013159","E02002736"
"11546","E01013161","E02002736"
"11547","E01013162","E02002736"
"11548","E01013205","E02002744"
"11549","E01013204","E02002744"
"11550","E01013208","E02002744"
"11551","E01013206","E02002740"
"11552","E01013209","E02002744"
"11553","E01013210","E02002744"
"11554","E01013207","E02002740"
"11555","E01013227","E02002738"
"11556","E01013185","E02002741"
"11557","E01013215","E02002748"
"11558","E01013192","E02002746"
"11559","E01013191","E02002746"
"11560","E01013193","E02002747"
"11561","E01013194","E02002746"
"11562","E01013189","E02002746"
"11563","E01035477","E02002746"
"11564","E01035478","E02002746"
"11565","E01033414","E02002734"
"11566","E01013234","E02002734"
"11567","E01013229","E02002738"
"11568","E01013211","E02002740"
"11569","E01013212","E02002740"
"11570","E01013228","E02002738"
"11571","E01013152","E02007081"
"11572","E01013151","E02007081"
"11573","E01013153","E02002745"
"11574","E01013133","E02002739"
"11575","E01013155","E02007081"
"11576","E01013156","E02002743"
"11577","E01013157","E02002745"
"11578","E01013129","E02007081"
"11579","E01013134","E02002739"
"11580","E01013132","E02002739"
"11581","E01035479","E02002747"
"11582","E01013198","E02007081"
"11583","E01013203","E02002730"
"11584","E01013200","E02007081"
"11585","E01013195","E02002730"
"11586","E01013202","E02002730"
"11587","E01013196","E02002730"
"11588","E01013197","E02002737"
"11589","E01013199","E02007081"
"11590","E01013128","E02007081"
"11591","E01013131","E02002739"
"11592","E01013130","E02002743"
"11593","E01013135","E02002743"
"11594","E01013154","E02002743"
"11595","E01013170","E02002747"
"11596","E01035476","E02002745"
"11597","E01013167","E02002745"
"11598","E01013172","E02002747"
"11599","E01035480","E02002747"
"11600","E01013171","E02002747"
"11601","E01026063","E02005424"
"11602","E01026062","E02005424"
"11603","E01026061","E02005424"
"11604","E01026076","E02005425"
"11605","E01026107","E02005424"
"11606","E01026106","E02005424"
"11607","E01026080","E02005424"
"11608","E01013225","E02002748"
"11609","E01026045","E02005424"
"11610","E01013214","E02002748"
"11611","E01013213","E02002748"
"11612","E01013217","E02002748"
"11613","E01013216","E02002748"
"11614","E01026415","E02005494"
"11615","E01013224","E02002732"
"11616","E01013226","E02002732"
"11617","E01035475","E02002732"
"11618","E01013173","E02002732"
"11619","E01026367","E02005492"
"11620","E01013180","E02002726"
"11621","E01032683","E02005492"
"11622","E01013309","E02002752"
"11623","E01013147","E02002734"
"11624","E01013145","E02002729"
"11625","E01013149","E02002738"
"11626","E01013148","E02002729"
"11627","E01013150","E02002738"
"11628","E01013270","E02002752"
"11629","E01013308","E02002752"
"11630","E01007494","E02001561"
"11631","E01007531","E02001560"
"11632","E01007535","E02001561"
"11633","E01007533","E02001561"
"11634","E01007496","E02001567"
"11635","E01007495","E02001566"
"11636","E01007497","E02001567"
"11637","E01007551","E02001571"
"11638","E01007501","E02001567"
"11639","E01007526","E02001563"
"11640","E01034240","E02001565"
"11641","E01007524","E02001563"
"11642","E01007522","E02001562"
"11643","E01007528","E02001562"
"11644","E01007607","E02001563"
"11645","E01007605","E02001565"
"11646","E01007525","E02001562"
"11647","E01007604","E02001562"
"11648","E01007521","E02001563"
"11649","E01034241","E02001565"
"11650","E01007523","E02001563"
"11651","E01007520","E02001565"
"11652","E01007498","E02001567"
"11653","E01007500","E02001566"
"11654","E01034243","E02001566"
"11655","E01007503","E02001567"
"11656","E01007499","E02001567"
"11657","E01007552","E02001571"
"11658","E01013177","E02002726"
"11659","E01013179","E02002726"
"11660","E01013175","E02002726"
"11661","E01013178","E02002726"
"11662","E01013176","E02002726"
"11663","E01007505","E02001551"
"11664","E01007510","E02001548"
"11665","E01007506","E02001548"
"11666","E01007511","E02001548"
"11667","E01007509","E02001548"
"11668","E01007513","E02001550"
"11669","E01007508","E02001548"
"11670","E01007488","E02001540"
"11671","E01007473","E02001543"
"11672","E01007618","E02001559"
"11673","E01007583","E02001558"
"11674","E01007586","E02001558"
"11675","E01007587","E02001558"
"11676","E01007588","E02001554"
"11677","E01007619","E02001559"
"11678","E01007617","E02001559"
"11679","E01007370","E02001530"
"11680","E01007518","E02001550"
"11681","E01007581","E02001554"
"11682","E01007589","E02001554"
"11683","E01007507","E02001547"
"11684","E01007466","E02001547"
"11685","E01007519","E02001550"
"11686","E01007584","E02001559"
"11687","E01007516","E02001551"
"11688","E01007585","E02001559"
"11689","E01007517","E02001551"
"11690","E01007582","E02001554"
"11691","E01007512","E02001550"
"11692","E01007515","E02001550"
"11693","E01007514","E02001551"
"11694","E01007492","E02001540"
"11695","E01007491","E02001540"
"11696","E01007489","E02001540"
"11697","E01007490","E02001540"
"11698","E01007471","E02001547"
"11699","E01007465","E02001547"
"11700","E01007504","E02001547"
"11701","E01007464","E02001547"
"11702","E01007467","E02001547"
"11703","E01007474","E02001543"
"11704","E01007472","E02001543"
"11705","E01007470","E02001543"
"11706","E01007469","E02001543"
"11707","E01007468","E02001543"
"11708","E01007487","E02001540"
"11709","E01007493","E02001540"
"11710","E01007563","E02001544"
"11711","E01007556","E02001544"
"11712","E01007561","E02001544"
"11713","E01007555","E02001544"
"11714","E01007562","E02001544"
"11715","E01007560","E02001546"
"11716","E01007629","E02001542"
"11717","E01007554","E02001544"
"11718","E01007553","E02001546"
"11719","E01007626","E02001542"
"11720","E01007628","E02001542"
"11721","E01007627","E02001542"
"11722","E01007559","E02001546"
"11723","E01007558","E02001546"
"11724","E01007639","E02001541"
"11725","E01007637","E02001541"
"11726","E01007636","E02001541"
"11727","E01007640","E02001541"
"11728","E01007635","E02001539"
"11729","E01007632","E02001539"
"11730","E01007634","E02001539"
"11731","E01007633","E02001539"
"11732","E01007638","E02001541"
"11733","E01007641","E02001541"
"11734","E01007642","E02001541"
"11735","E01013243","E02002768"
"11736","E01013241","E02002768"
"11737","E01013251","E02002771"
"11738","E01013252","E02002771"
"11739","E01007602","E02001564"
"11740","E01007599","E02001564"
"11741","E01034244","E02001576"
"11742","E01007600","E02001564"
"11743","E01032643","E02007006"
"11744","E01020518","E02004278"
"11745","E01032645","E02007006"
"11746","E01032644","E02007006"
"11747","E01020520","E02004278"
"11748","E01020509","E02004272"
"11749","E01020519","E02004278"
"11750","E01020523","E02004278"
"11751","E01020525","E02004278"
"11752","E01020524","E02004278"
"11753","E01020526","E02007007"
"11754","E01034381","E02007006"
"11755","E01020527","E02007007"
"11756","E01020528","E02007007"
"11757","E01034382","E02007007"
"11758","E01034376","E02004258"
"11759","E01020458","E02004258"
"11760","E01034377","E02004258"
"11761","E01020449","E02004258"
"11762","E01020462","E02004256"
"11763","E01020448","E02004262"
"11764","E01020441","E02004262"
"11765","E01020508","E02004270"
"11766","E01020539","E02004272"
"11767","E01020434","E02004258"
"11768","E01020430","E02004262"
"11769","E01020431","E02004262"
"11770","E01020452","E02004260"
"11771","E01020444","E02004259"
"11772","E01020438","E02004261"
"11773","E01020446","E02004259"
"11774","E01020442","E02004260"
"11775","E01020439","E02004261"
"11776","E01020436","E02004261"
"11777","E01034378","E02004260"
"11778","E01020437","E02004261"
"11779","E01020435","E02004261"
"11780","E01020397","E02004243"
"11781","E01020445","E02004259"
